id,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,savings_status,sex,other_parties,own_telephone,foreign_worker,class,credit_history_all paid,credit_history_critical/other existing credit,credit_history_delayed previously,credit_history_existing paid,credit_history_no credits/all paid,purpose_business,purpose_domestic appliance,purpose_education,purpose_furniture/equipment,purpose_new car,purpose_other,purpose_radio/tv,purpose_repairs,purpose_retraining,purpose_used car,status_matrimonial_div/dep/mar,status_matrimonial_div/sep,status_matrimonial_mar/wid,status_matrimonial_single,property_magnitude_car,property_magnitude_life insurance,property_magnitude_no known property,property_magnitude_real estate,other_payment_plans_bank,other_payment_plans_none,other_payment_plans_stores,housing_for free,housing_own,housing_rent,job_high qualif/self emp/mgmt,job_skilled,job_unemp/unskilled non res,job_unskilled resident
441,0.6225183767618884,-0.5918767996514748,0.9034522185179075,0.19114524532999336,-0.13145543156284137,-0.6989175161258463,-0.43240987172119044,0,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
483,0.6225183767618884,-0.23399607385714308,0.9034522185179075,-0.727126845410718,-0.5391536293433433,-0.6989175161258463,-0.43240987172119044,2,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
423,-0.40177966718239677,-0.5902103003462625,0.9034522185179075,0.19114524532999336,-0.13145543156284137,1.0758337480365707,-0.43240987172119044,0,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
779,0.6225183767618884,-0.02776678483712654,0.9034522185179075,1.1094173360707047,-1.2526254754592219,-0.6989175161258463,-0.43240987172119044,1,2,3,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
950,0.2810856954471267,0.361777427756238,-0.8685602707682505,-0.727126845410718,-1.0487763765689708,-0.6989175161258463,-0.43240987172119044,1,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
335,-1.4260777111266818,-0.6547871484232374,-0.8685602707682505,1.1094173360707047,-0.6410781787884688,1.0758337480365707,2.3126206532231537,3,4,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
577,-0.06034698586763503,0.08722166722251903,0.017445973874828477,-1.6453989361514294,-0.3353045304530924,-0.6989175161258463,-0.43240987172119044,1,3,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
935,0.6225183767618884,-0.029016659316035733,0.9034522185179075,0.19114524532999336,-0.029530882117715884,1.0758337480365707,2.3126206532231537,2,3,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
568,-0.7432123484971584,-0.5831276782991104,0.9034522185179075,-1.6453989361514294,0.3781673156627861,1.0758337480365707,2.3126206532231537,0,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
582,1.9882491020209352,-0.11734112249228523,0.9034522185179075,-0.727126845410718,-0.7430027282335944,1.0758337480365707,-0.43240987172119044,0,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
449,-1.4260777111266818,-1.0168341224805997,0.017445973874828477,-1.6453989361514294,-1.2526254754592219,-0.6989175161258463,-0.43240987172119044,2,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
454,-0.7432123484971584,-0.33273615769096915,-0.8685602707682505,0.19114524532999336,1.4993373595591666,-0.6989175161258463,2.3126206532231537,0,3,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
229,-0.06034698586763503,-0.4218938705198248,0.9034522185179075,1.1094173360707047,-0.9468518271238453,1.0758337480365707,-0.43240987172119044,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
353,0.6225183767618884,0.48426512668933874,0.017445973874828477,0.19114524532999336,0.8877900628884136,-0.6989175161258463,-0.43240987172119044,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
729,0.6225183767618884,-0.6993660048376652,0.9034522185179075,1.1094173360707047,0.3781673156627861,1.0758337480365707,2.3126206532231537,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
213,-0.06034698586763503,-0.6006259210038392,0.017445973874828477,-1.6453989361514294,-0.8449272776787198,-0.6989175161258463,-0.43240987172119044,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
80,-0.06034698586763503,-0.20441571118962554,-0.8685602707682505,-0.727126845410718,-0.8449272776787198,1.0758337480365707,-0.43240987172119044,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
149,-0.40177966718239677,-0.8060219603712495,0.017445973874828477,-0.727126845410718,-0.43722907989821785,1.0758337480365707,-0.43240987172119044,0,3,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
303,0.6225183767618884,-0.7089483758426357,-1.7545665154113295,1.1094173360707047,-0.5391536293433433,1.0758337480365707,-0.43240987172119044,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
629,0.6225183767618884,1.0900376241339933,0.9034522185179075,-1.6453989361514294,-0.9468518271238453,-0.6989175161258463,-0.43240987172119044,0,2,2,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
778,0.6225183767618884,0.40343991038654436,-1.7545665154113295,-0.727126845410718,-0.23337998100796686,-0.6989175161258463,-0.43240987172119044,0,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
507,-0.7432123484971584,-0.9485076509668973,0.9034522185179075,1.1094173360707047,2.212809205675045,-0.6989175161258463,-0.43240987172119044,0,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
343,1.3053837393914118,0.7034097853247502,-0.8685602707682505,-0.727126845410718,-0.23337998100796686,1.0758337480365707,-0.43240987172119044,1,2,1,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
486,-0.06034698586763503,0.20137686962955847,-0.8685602707682505,-1.6453989361514294,-0.3353045304530924,-0.6989175161258463,-0.43240987172119044,0,2,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
712,-1.4260777111266818,-0.6902002586589978,0.9034522185179075,1.1094173360707047,0.17431821677253512,-0.6989175161258463,2.3126206532231537,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
134,-0.7432123484971584,-0.5310495750112275,-0.8685602707682505,0.19114524532999336,-0.43722907989821785,-0.6989175161258463,-0.43240987172119044,1,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
704,1.9882491020209352,0.3022000775948999,-1.7545665154113295,-0.727126845410718,0.2762427662176606,-0.6989175161258463,2.3126206532231537,1,2,1,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
312,-0.7432123484971584,-0.7235302447632429,0.017445973874828477,-1.6453989361514294,-0.8449272776787198,-0.6989175161258463,-0.43240987172119044,2,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
723,-0.7432123484971584,-0.4002293795520655,-0.8685602707682505,-0.727126845410718,-0.8449272776787198,1.0758337480365707,-0.43240987172119044,0,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
630,-1.6536994986698563,-0.5835443031254135,-1.7545665154113295,-0.727126845410718,-0.5391536293433433,-0.6989175161258463,2.3126206532231537,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
317,1.9882491020209352,2.781951043750735,-1.7545665154113295,-1.6453989361514294,-0.6410781787884688,1.0758337480365707,-0.43240987172119044,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
707,-0.06034698586763503,-0.39356338233121646,0.9034522185179075,-1.6453989361514294,-0.029530882117715884,1.0758337480365707,-0.43240987172119044,0,3,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
548,1.9882491020209352,-0.8272698265127058,0.9034522185179075,1.1094173360707047,0.17431821677253512,-0.6989175161258463,-0.43240987172119044,0,4,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
873,0.2810856954471267,0.15846451252034294,-1.7545665154113295,1.1094173360707047,0.17431821677253512,-0.6989175161258463,-0.43240987172119044,0,4,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
533,0.9639510580766502,0.2172086130290749,0.017445973874828477,-0.727126845410718,-0.7430027282335944,-0.6989175161258463,-0.43240987172119044,1,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
478,-1.0846450298119201,-1.0151676231753874,0.9034522185179075,0.19114524532999336,-1.0487763765689708,-0.6989175161258463,-0.43240987172119044,2,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
405,0.6225183767618884,0.08222216930688227,0.017445973874828477,-0.727126845410718,-1.2526254754592219,-0.6989175161258463,-0.43240987172119044,2,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
126,-0.06034698586763503,2.3232471099910614,-1.7545665154113295,-0.727126845410718,-1.1507009260140963,1.0758337480365707,-0.43240987172119044,1,2,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
395,1.9882491020209352,-0.22774670146259712,0.017445973874828477,-0.727126845410718,1.19356371122379,1.0758337480365707,-0.43240987172119044,1,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
421,-1.4260777111266818,-0.3394021549118182,-1.7545665154113295,-0.727126845410718,-1.0487763765689708,-0.6989175161258463,-0.43240987172119044,0,2,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
553,-1.4260777111266818,-1.065162602331755,0.9034522185179075,1.1094173360707047,1.805111007894543,1.0758337480365707,-0.43240987172119044,1,4,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
91,0.6225183767618884,0.35594468018799513,-0.8685602707682505,1.1094173360707047,-0.8449272776787198,-0.6989175161258463,-0.43240987172119044,3,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
940,-0.40177966718239677,-0.44397498631388715,0.9034522185179075,1.1094173360707047,1.19356371122379,1.0758337480365707,-0.43240987172119044,0,4,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
182,-0.06034698586763503,-0.3564837727902438,-1.7545665154113295,1.1094173360707047,-1.4564745743494727,-0.6989175161258463,-0.43240987172119044,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
275,1.9882491020209352,1.992863622732732,-0.8685602707682505,1.1094173360707047,0.5820164145530371,1.0758337480365707,-0.43240987172119044,0,3,3,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
70,-0.06034698586763503,-1.0255832438329642,0.017445973874828477,1.1094173360707047,-1.2526254754592219,-0.6989175161258463,-0.43240987172119044,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
292,-1.0846450298119201,-0.5102183336960743,0.9034522185179075,-0.727126845410718,-1.2526254754592219,-0.6989175161258463,-0.43240987172119044,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
132,0.6225183767618884,-0.6697856421701477,0.9034522185179075,1.1094173360707047,0.2762427662176606,1.0758337480365707,-0.43240987172119044,0,4,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
301,1.3053837393914118,-0.49147021651243644,0.9034522185179075,-1.6453989361514294,-0.8449272776787198,-0.6989175161258463,-0.43240987172119044,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
425,0.16727480167553946,1.355427638489045,0.017445973874828477,1.1094173360707047,-0.3353045304530924,1.0758337480365707,-0.43240987172119044,2,4,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
145,-1.4260777111266818,-1.0193338714384181,0.9034522185179075,1.1094173360707047,-1.1507009260140963,-0.6989175161258463,-0.43240987172119044,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
424,0.6225183767618884,0.9200546950023434,0.017445973874828477,0.19114524532999336,1.2954882606689155,2.8505850121989877,-0.43240987172119044,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
581,-0.40177966718239677,0.7342400224711769,0.017445973874828477,-0.727126845410718,-0.43722907989821785,-0.6989175161258463,-0.43240987172119044,0,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
136,-1.0846450298119201,-0.6877005097011795,0.9034522185179075,1.1094173360707047,0.6839409639981626,1.0758337480365707,-0.43240987172119044,0,4,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
451,-0.40177966718239677,-0.6793680131751182,-0.8685602707682505,-0.727126845410718,-0.9468518271238453,-0.6989175161258463,-0.43240987172119044,2,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
165,0.6225183767618884,-0.3635663948373959,0.9034522185179075,1.1094173360707047,0.2762427662176606,-0.6989175161258463,-0.43240987172119044,0,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
29,-1.4260777111266818,-0.8176874555077353,0.017445973874828477,-0.727126845410718,-1.0487763765689708,-0.6989175161258463,-0.43240987172119044,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
774,-0.7432123484971584,-0.2702424337455096,0.017445973874828477,0.19114524532999336,2.620507403455547,1.0758337480365707,-0.43240987172119044,1,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
194,1.9882491020209352,-0.09317688256670754,0.9034522185179075,1.1094173360707047,1.601261909004292,-0.6989175161258463,-0.43240987172119044,2,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
389,1.3053837393914118,0.564257093339527,0.9034522185179075,-0.727126845410718,-0.6410781787884688,1.0758337480365707,-0.43240987172119044,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
853,0.6225183767618884,-0.3781482637580031,-0.8685602707682505,1.1094173360707047,-1.3545500249043474,-0.6989175161258463,2.3126206532231537,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
170,0.2810856954471267,0.878392212372037,-1.7545665154113295,1.1094173360707047,-0.5391536293433433,1.0758337480365707,-0.43240987172119044,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
706,-0.7432123484971584,-0.8918466745896806,0.9034522185179075,1.1094173360707047,0.3781673156627861,1.0758337480365707,-0.43240987172119044,2,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
141,-1.4260777111266818,-1.0630794782002397,0.9034522185179075,-1.6453989361514294,-0.7430027282335944,-0.6989175161258463,-0.43240987172119044,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
174,0.6225183767618884,0.1413828946419173,0.9034522185179075,1.1094173360707047,-1.1507009260140963,-0.6989175161258463,-0.43240987172119044,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
7,0.6225183767618884,4.034741896444047,0.9034522185179075,-0.727126845410718,0.9897146123335391,-0.6989175161258463,-0.43240987172119044,2,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
746,1.9882491020209352,-0.25899356343532687,0.017445973874828477,-1.6453989361514294,-0.23337998100796686,1.0758337480365707,2.3126206532231537,2,3,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
479,1.3053837393914118,-0.23399607385714308,0.9034522185179075,-0.727126845410718,-0.43722907989821785,-0.6989175161258463,-0.43240987172119044,0,4,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
74,-0.40177966718239677,0.3821920442450881,-1.7545665154113295,1.1094173360707047,-1.1507009260140963,-0.6989175161258463,-0.43240987172119044,0,1,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
911,0.2810856954471267,0.4505185157587906,-0.8685602707682505,0.19114524532999336,0.07239366732740961,-0.6989175161258463,-0.43240987172119044,2,3,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
814,-1.4260777111266818,-0.7685257260039737,0.9034522185179075,-1.6453989361514294,0.07239366732740961,1.0758337480365707,-0.43240987172119044,2,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
239,-1.4260777111266818,-1.0276663679644793,-0.8685602707682505,-1.6453989361514294,1.4993373595591666,-0.6989175161258463,-0.43240987172119044,1,4,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
146,-0.06034698586763503,0.09138791548554967,-1.7545665154113295,1.1094173360707047,-0.8449272776787198,-0.6989175161258463,-0.43240987172119044,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
235,0.6225183767618884,3.6102011984412252,-1.7545665154113295,1.1094173360707047,-1.1507009260140963,1.0758337480365707,-0.43240987172119044,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
221,-0.7432123484971584,0.030977315671605436,0.9034522185179075,0.19114524532999336,-0.9468518271238453,1.0758337480365707,-0.43240987172119044,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
924,-0.7432123484971584,0.1817955027933145,-0.8685602707682505,1.1094173360707047,0.785865513443288,-0.6989175161258463,-0.43240987172119044,0,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
133,-0.7432123484971584,-0.9522572744036248,0.9034522185179075,-1.6453989361514294,-0.8449272776787198,-0.6989175161258463,-0.43240987172119044,3,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
991,0.6225183767618884,-0.3610666458795775,-0.8685602707682505,-0.727126845410718,-0.43722907989821785,1.0758337480365707,-0.43240987172119044,0,3,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
775,0.6225183767618884,-0.6402052795026302,0.9034522185179075,0.19114524532999336,0.5820164145530371,-0.6989175161258463,-0.43240987172119044,1,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
186,0.6225183767618884,-0.07359551573046355,0.017445973874828477,1.1094173360707047,-1.4564745743494727,-0.6989175161258463,-0.43240987172119044,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
42,-0.7432123484971584,-0.6893670090063917,0.9034522185179075,-0.727126845410718,0.3781673156627861,1.0758337480365707,-0.43240987172119044,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
697,1.9882491020209352,3.399389036331875,0.9034522185179075,-0.727126845410718,-0.43722907989821785,-0.6989175161258463,-0.43240987172119044,0,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
109,-0.06034698586763503,0.3146988223839918,-1.7545665154113295,1.1094173360707047,-1.2526254754592219,-0.6989175161258463,-0.43240987172119044,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
589,-0.7432123484971584,-0.3139880405073313,0.017445973874828477,-1.6453989361514294,0.07239366732740961,-0.6989175161258463,-0.43240987172119044,0,3,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
406,-0.06034698586763503,-0.6872838848748763,0.9034522185179075,-0.727126845410718,-0.13145543156284137,-0.6989175161258463,-0.43240987172119044,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
443,-0.40177966718239677,-0.6285397843661443,0.9034522185179075,-0.727126845410718,0.5820164145530371,-0.6989175161258463,-0.43240987172119044,0,2,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
758,-0.7432123484971584,-0.6514541498128129,-0.8685602707682505,-1.6453989361514294,-1.2526254754592219,-0.6989175161258463,-0.43240987172119044,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
998,-0.7432123484971584,-0.8710154332745275,0.9034522185179075,1.1094173360707047,0.3781673156627861,-0.6989175161258463,-0.43240987172119044,0,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
25,-0.7432123484971584,-0.6177075388822647,0.9034522185179075,-0.727126845410718,-0.5391536293433433,1.0758337480365707,-0.43240987172119044,0,2,1,0,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
468,-1.4260777111266818,-0.6335392822817811,-1.7545665154113295,-0.727126845410718,0.17431821677253512,-0.6989175161258463,-0.43240987172119044,1,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
